1.6386,1.6386,1.6386,1.6386,1.6386
1.6695,1.6695,1.6695,1.6695,1.6695
1.6728,1.6728,1.6728,1.6715,1.6715
1.6733,1.6733,1.6733,1.6716,1.6716
1.6733,1.6733,1.6733,1.6716,1.6716
