0.00,0.00,0.00,0.00,0.00
1.89,1.89,1.89,1.89,1.89
2.09,2.09,2.09,2.01,2.01
2.12,2.12,2.12,2.02,2.02
2.12,2.12,2.12,2.02,2.02
